Company_Name,Industry,Company_Age_Years,Annual_Revenue,Revenue_Growth_Pct,Profit_Margin_Pct,Debt_to_Equity,Current_Ratio,ROE_Pct,Market_Share_Pct,Customer_Growth_Pct,Customer_Retention_Pct,Management_Experience_Years,Business_Risk,Market_Risk,Expected_ROI_Pct,Investment_Amount,Industry_Growth_Pct,Investment_Decision
Company_02235,FMCG,28,15563565.0,-4.82,14.84,0.32,1.66,8.87,3.89,-1.35,81.39,22.0,Low,High,-1.93,3441935.0,5.43,No
Company_02236,Energy,14,87604428.0,15.55,15.76,0.86,2.15,21.08,3.57,16.81,77.84,12.5,Low,Medium,17.55,13135725.0,9.48,Yes
Company_02237,Telecommunications,4,130286790.0,9.52,16.53,2.48,,25.52,19.07,14.01,74.34,6.9,High,Medium,14.58,34527957.0,9.32,No
Company_02238,Healthcare,20,14130171.0,11.03,,0.87,1.9,15.2,19.48,13.08,88.84,13.0,Low,Medium,13.55,1924290.0,9.83,Yes
Company_02239,Technology,16,42864534.0,22.84,10.62,2.61,1.94,27.51,4.63,22.99,73.95,14.0,High,Low,19.37,6016623.0,13.88,Yes
Company_02240,Healthcare,6,20230325.0,21.29,8.99,0.55,2.12,9.77,12.61,26.63,76.11,12.7,Medium,Low,24.5,2112312.0,15.27,Yes
Company_02241,Automobile,12,72094170.0,7.2,17.34,0.65,,22.7,4.5,4.29,82.13,14.5,Low,Medium,13.45,17967157.0,6.42,Yes
Company_02242,Technology,23,36870977.0,7.94,14.23,0.74,2.06,22.28,6.63,2.05,85.29,22.8,Low,Low,9.2,10516014.0,12.75,Yes
Company_02243,Energy,19,44764025.0,16.76,5.65,0.68,1.67,12.14,13.57,24.52,79.1,13.9,Medium,High,15.61,6375781.0,4.46,No
Company_02244,Real Estate,4,35255642.0,2.68,12.48,1.42,1.91,15.81,4.3,4.81,82.24,7.9,Medium,Medium,-3.66,5551100.0,9.06,Yes
Company_02245,Telecommunications,7,92218607.0,15.33,6.25,0.22,2.39,9.86,2.61,26.37,82.41,12.0,Medium,Medium,20.62,11872001.0,7.93,No
Company_02246,Manufacturing,4,60745987.0,-0.23,8.57,0.58,2.06,12.36,6.79,1.81,75.64,9.8,Medium,Medium,6.13,3103683.0,7.95,No
Company_02247,Technology,6,60843851.0,25.44,16.73,1.87,0.93,26.34,2.96,18.73,74.77,15.4,High,Low,25.62,15052601.0,16.02,Yes
Company_02248,Automobile,10,57314380.0,23.66,19.49,0.57,1.5,21.25,5.12,28.19,90.16,17.3,Low,Low,22.18,7973459.0,13.58,Yes
Company_02249,Energy,29,81340191.0,-5.31,7.02,1.25,2.05,-3.53,6.19,-14.07,69.12,18.1,Medium,High,4.87,23393305.0,5.08,No
Company_02250,Technology,20,40018703.0,16.29,9.91,1.05,0.53,12.34,7.79,8.65,99.0,8.9,Medium,Low,19.23,3251709.0,10.14,Yes
Company_02251,Technology,29,212232331.0,22.93,12.27,0.72,1.93,27.23,7.85,25.05,77.97,10.8,Low,Low,23.71,49699166.0,17.37,Yes
Company_02252,Telecommunications,28,17504316.0,14.59,15.54,0.89,1.88,25.68,6.11,17.81,93.44,19.9,Low,Medium,13.41,4825572.0,6.67,Yes
Company_02253,FMCG,14,11530461.0,11.43,13.46,0.72,3.25,9.06,8.74,14.23,88.8,11.1,Low,High,13.35,2459790.0,5.87,Yes
Company_02254,Automobile,30,10747192.0,7.22,8.51,0.23,2.05,16.83,13.8,4.66,76.97,21.7,Medium,Low,12.31,2126614.0,10.96,No
Company_02255,Telecommunications,7,8536688.0,11.0,0.1,0.97,1.66,4.37,8.71,8.23,88.25,7.4,High,Medium,14.44,1276047.0,9.52,No
Company_02256,Energy,12,88607575.0,16.03,-1.65,0.53,2.42,-1.14,9.94,34.21,88.69,16.4,High,High,11.15,14136700.0,1.38,No
Company_02257,Manufacturing,22,79892785.0,3.29,8.85,0.35,1.61,6.71,2.81,-1.49,75.92,12.1,Medium,Medium,6.3,16706558.0,8.04,No
Company_02258,Retail,22,139579317.0,21.21,,0.93,1.75,4.74,5.8,18.39,68.07,14.3,Medium,Low,28.98,23110691.0,15.95,Yes
Company_02259,Financial Services,28,20366279.0,23.81,9.59,0.89,1.78,10.67,6.57,34.52,70.19,17.1,Medium,Low,16.18,6046920.0,12.75,Yes
Company_02260,Retail,15,94223088.0,7.09,7.43,1.29,2.02,22.55,22.72,4.27,84.02,14.3,Medium,Low,10.23,15562092.0,11.03,No
Company_02261,Automobile,7,52474296.0,5.6,18.61,0.65,1.25,28.25,1.2,6.04,78.85,7.7,Low,Low,17.8,14374867.0,12.52,Yes
Company_02262,Energy,7,57605700.0,2.19,8.09,1.2,2.15,8.05,8.93,4.44,79.87,8.0,Medium,Medium,9.22,6655497.0,8.05,No
Company_02263,Telecommunications,18,85097909.0,15.15,13.93,0.76,1.46,15.77,7.17,15.09,88.77,17.7,Low,Medium,10.14,18409956.0,9.39,Yes
Company_02264,Retail,12,26289865.0,5.23,10.67,0.91,2.86,15.05,8.09,14.13,75.95,14.7,Medium,Low,18.35,7677594.0,11.15,Yes
Company_02265,Energy,16,450872579.0,11.67,-2.54,0.95,0.89,-2.52,2.07,19.75,,14.2,High,Medium,14.48,100000000.0,9.62,No
Company_02266,Energy,10,155107940.0,19.63,9.32,0.36,1.38,13.81,5.7,26.3,76.53,7.3,Medium,Medium,25.66,21678352.0,7.03,Yes
Company_02267,Energy,22,31819297.0,11.16,3.35,0.92,0.61,5.98,16.96,21.89,80.74,17.1,High,Medium,5.41,4517158.0,8.52,No
Company_02268,FMCG,18,19784438.0,3.79,16.47,0.79,3.38,22.52,2.37,5.09,80.16,16.6,Low,Medium,9.46,1764007.0,6.23,Yes
Company_02269,Healthcare,25,46400232.0,16.92,1.63,0.65,1.09,-7.12,7.98,26.54,72.5,16.9,High,Low,20.58,3307774.0,13.04,Yes
Company_02270,Manufacturing,8,58378209.0,9.01,6.88,0.8,2.16,15.71,3.43,13.83,79.57,7.3,Medium,Medium,3.49,6702733.0,6.49,No
Company_02271,Technology,8,123692170.0,19.8,10.05,3.05,1.87,11.2,14.91,16.35,88.39,8.0,High,Low,11.11,22134913.0,13.63,Yes
Company_02272,Retail,22,18515537.0,22.49,7.02,0.26,1.31,16.51,8.64,27.45,86.14,16.7,Medium,Medium,28.85,3866668.0,8.15,Yes
Company_02273,Manufacturing,2,63732007.0,12.95,10.36,0.7,2.18,28.09,6.82,12.32,91.98,11.0,Low,Medium,15.64,4564193.0,7.17,Yes
Company_02274,FMCG,26,13631186.0,23.72,12.01,1.17,1.11,8.09,3.09,16.67,78.53,15.0,Medium,Medium,19.72,2816655.0,6.48,Yes
Company_02275,Real Estate,28,72452195.0,13.7,10.83,0.38,1.35,16.04,4.55,6.65,92.56,19.9,Low,Medium,11.63,10657188.0,7.51,Yes
Company_02276,Energy,26,45633606.0,6.84,11.02,0.92,0.87,13.15,3.96,3.05,80.99,20.8,Medium,Medium,18.81,3339177.0,9.21,Yes
Company_02277,FMCG,9,259355784.0,29.87,14.75,0.89,2.1,22.34,2.83,41.24,79.57,11.4,Low,Low,27.63,14474195.0,10.85,Yes
Company_02278,Manufacturing,6,13435774.0,10.73,11.26,0.31,0.73,3.31,4.54,-3.6,81.24,11.7,Low,Medium,15.02,3507561.0,8.61,Yes
Company_02279,Energy,20,160298889.0,7.62,14.24,0.54,1.99,17.22,1.41,8.03,73.63,13.4,Low,Low,21.42,41360187.0,12.01,Yes
Company_02280,Technology,9,11748979.0,38.08,7.13,2.0,1.53,6.29,8.01,43.35,87.34,9.5,High,Low,17.07,3241813.0,18.82,No
Company_02281,Financial Services,18,16181915.0,10.38,12.78,0.31,2.76,27.46,3.82,11.51,66.73,10.0,Low,Low,16.2,4421185.0,12.51,Yes
Company_02282,Retail,20,12019047.0,7.05,3.32,0.59,1.79,17.98,3.16,6.97,89.2,13.0,High,Medium,7.02,3531969.0,9.46,No
Company_02283,Manufacturing,13,61856842.0,10.1,6.01,0.68,2.22,8.19,1.97,7.25,74.67,9.4,Medium,Low,24.07,7620108.0,10.96,Yes
Company_02284,Technology,28,18437360.0,23.71,12.82,0.75,2.03,10.86,6.57,34.57,82.56,15.6,Low,Low,21.21,2483972.0,19.56,Yes
Company_02285,Healthcare,24,15893993.0,26.19,14.82,0.6,1.71,15.01,17.52,25.48,92.31,18.7,Low,Low,14.28,3328606.0,16.67,Yes
Company_02286,Financial Services,16,59404826.0,-0.54,9.53,0.78,2.36,14.19,4.11,-5.9,72.88,8.2,Medium,Low,7.08,8998034.0,15.0,No
Company_02287,Real Estate,5,73407938.0,17.61,6.15,0.74,1.96,1.66,12.22,16.65,86.58,4.4,Medium,Medium,10.4,15007122.0,8.12,Yes
Company_02288,Financial Services,24,51722605.0,11.78,17.75,1.11,,26.52,7.29,15.39,89.38,19.2,Medium,Low,18.94,6073508.0,12.66,Yes
Company_02289,Manufacturing,13,43559888.0,14.14,8.02,1.19,1.19,11.05,4.51,11.53,81.68,11.1,Medium,Low,17.31,11378264.0,14.03,Yes
Company_02290,Healthcare,28,236653298.0,26.14,9.15,0.96,2.02,15.66,17.73,30.61,85.83,15.4,Medium,Low,15.98,50916055.0,11.13,Yes
Company_02291,Energy,14,56598576.0,11.54,3.18,0.85,2.18,9.02,1.63,13.28,90.53,13.7,High,Medium,10.87,10675337.0,7.04,Yes
Company_02292,Financial Services,15,99172500.0,17.18,3.93,0.32,1.2,15.79,5.49,21.39,71.85,12.1,High,Low,11.05,21046234.0,11.05,Yes
Company_02293,Healthcare,6,56458554.0,18.36,4.04,0.8,1.7,11.46,,28.78,90.87,9.5,High,Low,16.81,4098701.0,15.7,No
Company_02294,Manufacturing,23,19664759.0,21.09,13.21,1.38,0.72,19.95,6.15,12.39,68.64,16.9,Medium,Low,14.81,3506444.0,12.75,Yes
Company_02295,Technology,17,79792342.0,29.63,16.54,0.31,0.93,23.52,2.36,29.13,79.17,12.9,Low,Low,23.42,21543142.0,15.31,Yes
Company_02296,Technology,8,28634013.0,-2.85,2.05,0.36,1.76,-6.51,8.44,-6.18,93.34,7.1,High,Low,7.64,5506922.0,11.47,No
Company_02297,Healthcare,16,46278838.0,24.33,6.64,1.7,2.63,11.72,1.74,21.98,90.11,12.3,High,Low,18.78,4608771.0,13.74,No
Company_02298,Technology,14,64820070.0,27.07,11.9,0.33,2.83,20.36,7.6,29.8,83.01,13.3,Low,Low,20.14,4234023.0,13.25,Yes
Company_02299,Technology,27,9600524.0,18.04,11.45,0.71,1.59,15.45,3.6,19.93,97.71,19.4,Low,Low,19.21,2620108.0,11.53,Yes
Company_02300,Financial Services,17,12729806.0,5.47,9.52,0.55,1.25,23.93,6.75,-2.72,70.19,14.6,Medium,Medium,1.13,3553718.0,7.21,No
Company_02301,Automobile,13,108317129.0,4.91,3.26,1.65,2.15,-2.16,,-0.31,83.1,10.8,High,Medium,7.63,30552124.0,9.98,No
Company_02302,Energy,8,28441192.0,31.62,13.12,0.89,0.63,13.65,2.87,40.27,82.87,10.6,Low,Low,20.21,6825863.0,12.08,Yes
Company_02303,Manufacturing,17,29611101.0,6.78,16.33,1.16,1.48,17.97,14.04,0.58,79.41,9.2,Medium,Low,11.05,3864258.0,10.12,Yes
Company_02304,Financial Services,24,57598449.0,25.26,6.58,0.77,1.34,10.63,15.12,31.39,88.57,18.0,Medium,Low,23.24,11436356.0,11.63,Yes
Company_02305,Real Estate,24,36024573.0,17.28,10.66,2.25,1.52,11.38,2.38,7.7,86.25,19.2,High,Low,21.88,6090916.0,11.55,Yes
Company_02306,Retail,28,71305476.0,21.69,14.27,0.5,2.54,11.97,5.54,13.92,82.76,9.3,Low,High,24.02,18719463.0,4.37,Yes
Company_02307,Technology,14,47873853.0,18.33,6.19,0.91,0.45,7.99,8.27,23.41,87.35,15.5,Medium,Low,20.94,9683587.0,17.56,No
Company_02308,Energy,30,59194907.0,-0.29,9.99,1.5,1.83,20.58,4.79,10.67,88.96,24.2,Medium,Medium,4.17,13191886.0,7.97,No
Company_02309,Technology,24,27534599.0,20.71,4.86,1.7,1.83,13.11,4.9,28.5,84.48,18.2,High,Low,5.89,4697440.0,17.7,No
Company_02310,Financial Services,4,58943456.0,2.14,10.64,0.65,1.73,11.07,8.0,1.01,84.96,2.0,Low,Medium,11.73,12832624.0,9.55,Yes
Company_02311,Manufacturing,16,127912793.0,29.29,13.66,0.25,1.97,16.47,7.13,26.78,85.03,13.5,Low,Medium,19.72,23010868.0,7.55,Yes
Company_02312,Telecommunications,29,30859265.0,14.83,3.17,0.61,2.05,1.97,3.73,19.38,76.87,16.7,High,Medium,9.74,8465070.0,7.42,No
Company_02313,Manufacturing,4,108857922.0,23.39,15.59,1.96,1.69,13.35,7.04,15.61,82.61,8.0,High,Low,15.62,12115419.0,14.95,Yes
Company_02314,FMCG,8,47856011.0,19.03,6.71,0.49,0.66,13.28,4.21,23.69,86.94,10.8,Medium,Low,9.92,9121429.0,10.58,Yes
Company_02315,Real Estate,19,93347810.0,4.62,7.25,0.88,1.25,3.65,3.97,3.28,64.77,16.6,Medium,Medium,13.15,6778897.0,6.48,No
Company_02316,Technology,15,55783528.0,14.05,13.24,0.63,2.64,22.21,3.1,25.8,82.98,13.4,Low,Low,20.18,5448796.0,11.98,Yes
Company_02317,Financial Services,19,48600009.0,9.73,4.32,0.72,1.11,18.88,3.1,13.51,85.3,13.8,High,High,4.15,7182615.0,5.95,No
Company_02318,Retail,20,67308951.0,29.56,10.86,1.54,1.7,17.74,5.92,30.51,84.11,19.3,High,Low,27.03,12510786.0,12.95,Yes
Company_02319,Retail,15,140271655.0,1.04,12.86,0.86,1.34,21.52,1.85,4.4,70.53,10.2,Low,Medium,8.26,26855444.0,6.13,No
Company_02320,Retail,21,61111845.0,5.92,-2.05,2.31,1.89,4.21,1.82,5.77,84.75,11.6,High,Medium,10.98,3507904.0,8.02,No
Company_02321,Telecommunications,7,75096519.0,11.42,16.61,1.28,1.57,19.17,4.48,16.39,74.95,8.3,Medium,Low,9.71,16752178.0,10.96,Yes
Company_02322,FMCG,30,36554739.0,1.44,-0.0,0.81,2.1,5.22,5.01,-1.86,91.9,18.4,High,High,15.49,9374900.0,3.16,No
Company_02323,Energy,9,190047969.0,,4.66,0.71,1.97,10.24,2.53,13.71,87.43,7.5,High,Low,5.49,16980037.0,12.48,No
Company_02324,Financial Services,27,86168919.0,,7.16,0.9,1.52,7.48,15.61,-5.87,79.01,19.8,Medium,Low,3.54,17700340.0,10.24,No
Company_02325,Automobile,27,53414124.0,-4.23,9.08,0.38,0.57,-1.65,3.08,2.76,75.11,16.6,Medium,High,5.49,14996849.0,5.55,No
Company_02326,Real Estate,8,45049748.0,17.95,12.44,0.42,1.31,11.02,3.27,24.54,69.6,11.7,Low,Medium,16.42,9003731.0,7.26,Yes
Company_02327,Automobile,21,114806148.0,9.77,9.39,1.14,1.04,8.14,3.1,12.68,94.34,10.5,Medium,Medium,15.37,9837709.0,6.83,No
Company_02328,Technology,19,29866861.0,26.17,10.58,1.24,1.02,18.17,9.27,32.32,77.96,12.3,Medium,Low,10.57,2236869.0,17.32,Yes
Company_02329,Energy,19,10985533.0,4.98,15.9,0.36,,12.41,15.06,4.31,92.15,17.6,Low,Medium,9.99,1105409.0,6.06,Yes
Company_02330,Technology,16,53173634.0,12.58,13.63,1.2,2.81,29.9,2.67,18.44,62.6,11.5,Medium,Low,18.98,6680595.0,10.27,Yes
Company_02331,Financial Services,21,137486660.0,24.63,18.3,0.68,0.45,33.82,8.63,17.01,81.87,13.2,Low,Low,19.51,18891775.0,10.34,Yes
Company_02332,Technology,23,193375809.0,25.8,10.57,0.47,0.95,21.47,5.94,21.47,,20.8,Low,Low,12.53,34529041.0,11.93,Yes
Company_02333,Energy,20,45641763.0,18.21,-0.64,0.63,1.89,-0.79,3.05,19.13,73.47,19.2,High,Medium,10.08,9775164.0,8.61,No
Company_02334,FMCG,23,51887220.0,8.86,14.05,1.22,1.55,6.68,5.93,-0.5,82.18,12.9,Medium,High,19.64,4737521.0,4.44,No
Company_02335,Technology,22,77759744.0,21.16,13.44,1.05,1.96,23.45,2.12,23.69,94.89,15.2,Medium,Low,19.29,14588362.0,14.54,Yes
Company_02336,Retail,22,39937910.0,15.14,11.25,0.88,1.71,11.45,4.25,29.87,77.54,16.2,Low,Medium,15.67,8423905.0,9.55,Yes
Company_02337,Manufacturing,3,77553503.0,11.19,6.63,0.92,2.45,15.34,2.61,8.92,81.79,8.6,Medium,Medium,6.93,11570178.0,9.36,Yes
Company_02338,Retail,9,46499033.0,9.92,7.44,0.4,2.11,15.17,4.02,12.19,73.71,5.9,Medium,Medium,17.54,7898214.0,9.75,No
Company_02339,Technology,22,118118224.0,28.9,10.36,1.01,2.2,12.28,5.23,25.15,75.91,12.0,Medium,Low,24.02,27924363.0,18.04,Yes
Company_02340,Retail,12,92439691.0,-0.54,7.11,0.58,2.33,3.85,13.21,7.94,60.63,12.5,Medium,High,6.32,23503105.0,5.53,No
Company_02341,Automobile,19,99555638.0,22.22,6.21,2.28,0.91,11.26,,22.88,76.51,17.4,High,Medium,21.02,15274359.0,8.81,No
Company_02342,Technology,24,41993003.0,7.08,12.37,0.61,2.09,7.81,2.62,9.0,77.43,15.6,Low,Medium,7.21,4929682.0,6.01,No
Company_02343,Technology,14,256996182.0,10.54,19.5,2.55,1.89,27.11,5.05,11.28,68.42,10.8,High,Low,18.4,46676042.0,16.74,Yes
Company_02344,Retail,10,75440793.0,7.28,5.61,0.69,1.57,12.28,1.3,7.73,94.34,10.9,Medium,Medium,8.62,13128512.0,8.1,Yes
Company_02345,Real Estate,10,61696238.0,1.93,-0.54,0.71,1.56,-1.58,8.72,-3.45,82.32,10.9,High,High,6.43,12261169.0,5.05,No
Company_02346,FMCG,18,26185910.0,7.92,8.23,0.64,1.59,3.45,2.95,11.0,85.24,14.7,Medium,Medium,5.96,3659103.0,8.95,No
Company_02347,FMCG,8,46040063.0,10.36,10.86,0.38,1.31,25.25,17.19,10.8,,16.7,Low,Low,12.53,11697970.0,11.52,Yes
Company_02348,Retail,10,55105295.0,6.14,10.62,1.56,0.89,12.0,9.06,-0.79,82.69,7.8,High,Medium,4.99,10579531.0,7.57,No
Company_02349,Energy,23,25597567.0,6.01,16.33,0.79,2.93,20.54,5.36,-3.02,91.32,13.7,Low,High,9.83,4862344.0,5.17,Yes
Company_02350,Technology,2,38999680.0,19.04,15.27,1.06,2.31,27.11,4.12,20.04,80.78,5.6,Medium,Low,13.28,4366467.0,16.5,Yes
Company_02351,Energy,3,43427505.0,12.34,0.66,1.82,1.64,0.35,3.78,12.52,82.99,7.5,High,High,16.89,7553511.0,3.99,No
Company_02352,Telecommunications,5,52434017.0,6.3,2.21,0.7,0.95,0.97,3.95,0.4,77.12,6.2,High,High,9.67,14517262.0,5.02,No
Company_02353,Energy,15,11175480.0,16.95,12.76,0.71,2.05,29.73,4.98,23.91,84.59,11.3,Low,Low,18.25,2105650.0,11.67,Yes
Company_02354,Telecommunications,5,44569200.0,,6.98,0.81,1.54,6.63,3.84,9.11,79.91,5.0,Medium,Medium,12.47,3482431.0,7.19,Yes
Company_02355,FMCG,3,36280440.0,9.15,16.59,0.37,1.71,29.38,7.18,14.49,77.39,4.6,Low,High,15.57,6540653.0,2.36,No
Company_02356,Technology,9,49120255.0,13.94,5.38,0.27,3.04,10.11,12.99,10.9,83.74,5.6,Medium,Low,12.24,4755003.0,10.61,Yes
Company_02357,Telecommunications,19,120543187.0,5.96,13.11,0.33,2.84,18.87,5.35,5.7,79.02,16.0,Low,Medium,20.29,33565743.0,7.49,Yes
Company_02358,Technology,20,286162312.0,15.16,7.09,1.48,0.45,8.11,10.26,13.52,83.43,13.3,Medium,Low,7.86,52252568.0,18.59,Yes
Company_02359,Manufacturing,15,89000646.0,9.62,10.43,0.63,1.97,13.79,2.12,9.32,79.16,15.1,Low,High,14.37,20777139.0,5.15,Yes
Company_02360,Healthcare,21,17509860.0,26.26,8.64,1.15,1.79,23.66,6.3,29.6,91.44,17.2,Medium,Low,22.06,1140622.0,14.35,Yes
Company_02361,Technology,26,37278886.0,21.39,14.5,0.65,1.96,24.81,5.29,21.74,96.95,23.4,Low,Low,16.74,5644055.0,19.99,Yes
Company_02362,Retail,11,82979353.0,12.76,15.17,0.31,1.5,12.27,2.02,18.51,82.4,10.6,Low,Low,19.93,16525360.0,14.66,Yes
Company_02363,Financial Services,18,75400954.0,13.2,11.17,1.21,1.7,9.9,4.24,8.24,84.58,14.9,Medium,Low,13.04,5874916.0,11.99,Yes
Company_02364,Manufacturing,9,115728841.0,10.59,18.88,0.46,1.18,27.0,8.72,8.24,76.67,6.9,Low,Low,7.1,7497653.0,11.52,Yes
Company_02365,Energy,29,46029139.0,-0.07,3.38,1.03,2.29,10.72,0.87,3.96,83.14,18.5,High,High,6.8,12850562.0,1.6,No
Company_02366,Technology,15,36709949.0,15.19,10.83,1.25,2.24,20.06,4.39,22.59,68.26,14.0,Medium,Low,13.34,2877164.0,22.3,Yes
Company_02367,Technology,22,221757271.0,15.56,14.65,0.73,2.65,19.39,3.72,18.08,85.02,11.9,Low,Low,13.58,40052725.0,14.27,Yes
Company_02368,Manufacturing,24,52556723.0,11.85,4.86,0.97,1.3,3.49,5.96,18.32,72.74,18.4,High,Medium,19.72,15042507.0,7.2,Yes
Company_02369,Financial Services,9,21069991.0,5.66,8.56,0.34,1.95,7.98,9.01,2.31,89.98,10.5,Medium,Low,5.09,1123704.0,10.23,Yes
Company_02370,FMCG,6,175192718.0,9.39,12.39,3.75,2.51,3.44,7.88,8.47,86.38,8.5,High,Low,14.87,46152041.0,12.54,No
Company_02371,FMCG,17,14017995.0,10.99,14.06,0.96,1.35,28.97,9.4,16.42,78.87,14.1,Medium,Low,24.38,1430615.0,14.62,Yes
Company_02372,Telecommunications,9,2563144.0,0.67,12.86,1.15,1.15,2.01,10.77,0.49,83.06,9.4,Medium,Medium,22.29,725545.0,7.38,No
Company_02373,FMCG,11,96158873.0,7.31,4.26,1.25,1.85,6.45,3.95,6.56,94.58,11.7,High,Low,20.75,16749683.0,10.99,No
Company_02374,Retail,28,108431521.0,10.74,10.81,0.69,2.4,4.8,1.03,10.44,79.19,21.5,Low,Medium,11.97,9369088.0,9.13,Yes
Company_02375,FMCG,9,71089099.0,-1.51,0.09,0.78,1.38,-0.4,7.74,-6.76,80.38,14.3,High,High,6.44,12683891.0,4.89,No
Company_02376,Financial Services,10,16526007.0,17.47,7.22,1.36,2.74,14.76,2.6,13.16,85.13,8.9,Medium,Low,12.02,3425137.0,15.43,Yes
Company_02377,Financial Services,19,47559598.0,7.21,7.72,0.61,1.26,-1.85,6.01,5.07,83.89,15.5,Medium,Medium,17.7,9674744.0,9.13,No
Company_02378,Automobile,4,39471533.0,10.1,14.94,0.93,2.09,22.3,1.99,20.68,77.34,5.0,Medium,Low,23.13,9252514.0,13.61,Yes
Company_02379,Retail,18,31668654.0,18.54,13.72,0.97,1.35,24.0,3.09,17.99,88.09,21.4,Medium,Low,13.85,9424085.0,12.9,Yes
Company_02380,Automobile,21,166048850.0,9.36,9.26,0.5,1.52,11.15,7.29,9.24,79.82,17.9,Medium,Low,19.59,22103363.0,10.84,No
Company_02381,Automobile,16,20539644.0,14.2,12.37,0.96,2.18,33.66,3.75,20.19,82.07,10.5,Medium,Low,20.46,4220156.0,14.49,Yes
Company_02382,Telecommunications,22,65412397.0,25.78,15.28,0.3,1.69,7.1,1.69,27.75,78.19,20.4,Low,Low,28.23,4311807.0,13.7,Yes
Company_02383,Telecommunications,28,137959883.0,,9.51,1.24,0.86,3.66,2.07,2.15,87.09,13.8,Medium,Medium,9.52,24921001.0,6.47,No
Company_02384,Retail,18,69147942.0,20.53,8.64,1.78,1.19,11.12,10.41,22.0,74.67,11.5,High,Medium,10.75,20310640.0,6.57,No
Company_02385,Financial Services,9,143591666.0,5.97,3.53,1.23,2.09,5.36,3.97,2.52,67.32,8.2,High,High,9.3,23329696.0,5.41,No
Company_02386,Energy,3,80735673.0,9.78,8.04,1.71,,12.93,4.03,4.59,63.1,6.7,High,Low,18.8,19496710.0,14.73,No
Company_02387,Retail,18,72021899.0,6.8,4.53,0.49,2.18,13.78,3.36,14.59,85.73,15.9,High,Medium,13.38,10592937.0,7.68,No
Company_02388,Energy,19,68294733.0,14.89,13.38,0.66,1.43,10.85,1.86,18.77,76.8,11.9,Low,Low,16.55,19713379.0,11.41,Yes
Company_02389,FMCG,30,84221462.0,17.56,18.51,0.8,1.16,16.13,4.2,7.94,76.33,18.1,Low,High,22.92,12331762.0,5.78,Yes
Company_02390,FMCG,6,36028661.0,21.21,14.48,0.81,1.29,15.49,11.17,28.0,82.05,8.2,Low,Low,14.6,9119888.0,12.61,Yes
Company_02391,Retail,10,16534188.0,10.35,0.23,0.59,1.36,9.45,3.02,11.08,70.13,12.5,High,Medium,12.86,4073153.0,6.9,No
Company_02392,Healthcare,10,112500752.0,21.24,8.51,0.45,1.76,17.64,1.47,21.68,84.78,9.5,Medium,Medium,18.8,9860541.0,9.42,Yes
Company_02393,Retail,3,134223183.0,-1.79,6.7,1.94,0.96,10.28,8.27,5.75,95.83,8.1,High,Medium,1.64,35137381.0,8.37,No
Company_02394,Healthcare,3,61942405.0,16.15,3.38,0.47,2.37,3.83,5.28,12.25,86.7,8.6,High,Low,15.55,14036361.0,11.4,Yes
Company_02395,Telecommunications,20,31371622.0,13.96,10.23,1.87,1.9,13.84,5.66,16.28,83.75,16.4,High,Medium,10.49,2899517.0,8.79,No
Company_02396,Financial Services,24,13302653.0,16.1,12.89,0.98,1.25,19.99,6.39,26.69,88.12,9.0,Medium,Low,8.91,1487158.0,10.85,Yes
Company_02397,Healthcare,28,53783086.0,6.61,15.5,0.84,1.63,21.42,1.61,6.85,98.98,19.4,Low,Low,18.48,7185270.0,14.88,Yes
Company_02398,Technology,4,15885635.0,11.01,18.52,1.01,1.23,15.84,4.64,10.48,76.85,2.5,Medium,Low,11.61,837746.0,15.13,Yes
Company_02399,Energy,18,14102945.0,7.84,2.77,1.73,1.55,-2.69,5.85,19.7,76.33,14.0,High,Medium,9.29,2792114.0,6.0,No
Company_02400,Energy,15,49126628.0,17.05,10.17,0.18,1.36,13.14,4.86,15.79,76.66,12.2,Low,Medium,23.57,10778696.0,6.25,Yes
Company_02401,Financial Services,15,26123073.0,33.54,13.86,0.91,2.91,23.29,4.84,39.68,72.2,14.7,Medium,Low,16.1,3697592.0,17.13,Yes
Company_02402,Technology,15,67056539.0,15.02,6.74,0.81,0.87,4.39,10.61,9.33,81.92,7.0,Medium,Low,22.74,8827613.0,16.68,Yes
Company_02403,Retail,7,43668270.0,-3.12,6.81,0.83,1.04,13.27,6.66,3.64,77.69,5.8,Medium,High,1.48,10228988.0,3.05,No
Company_02404,Financial Services,4,29855934.0,18.15,10.59,1.26,1.56,4.45,7.52,16.83,83.77,6.5,Medium,Medium,14.14,3882826.0,9.44,Yes
Company_02405,FMCG,2,11738161.0,29.59,16.58,0.54,1.83,22.49,4.52,37.07,75.07,5.7,Low,Medium,28.17,858399.0,8.29,Yes
Company_02406,Energy,17,24217320.0,24.28,19.13,0.4,1.85,20.3,0.95,22.99,67.17,14.4,Low,Low,20.91,4512042.0,13.54,Yes
Company_02407,Retail,30,24985783.0,9.85,,0.35,2.3,1.76,4.05,14.99,64.07,15.9,Medium,Low,11.74,6189884.0,12.09,No
Company_02408,Healthcare,5,17646042.0,33.26,11.87,0.46,2.03,13.37,4.92,23.71,86.49,8.9,Low,Low,31.35,3512818.0,10.23,Yes
Company_02409,Real Estate,30,37800992.0,23.06,6.95,1.09,1.2,3.41,4.41,24.4,85.05,19.1,Medium,Low,20.78,8529720.0,15.26,Yes
